username,os,region,date
omollitt5p,iOS,Europe,1507425165
acollie5q,Android,Africa,1508817521
bcundict5r,iOS,Africa,1509143654
dblakely5s,iOS,North America,1507700097
nwickrath5t,iOS,Europe,1508693805
gcasina5u,Android,Oceania,1509070882
mcorwood5v,Android,South America,1509134752
tclemson5w,iOS,South America,1509134374
rlelande5x,Android,Africa,1508305143
rgrzegorczyk5y,iOS,Oceania,1509019523
asomerfield5z,Android,Oceania,1507348933
cgrubb60,Android,North America,1507877037
rhelis61,iOS,South America,1508317662
bmacgiany62,iOS,Asia,1508864945
lraggles63,Android,Europe,1508718276
lmayward64,iOS,Europe,1508898967
fparmiter65,Android,Africa,1507866645
febbs66,Android,Asia,1508366803
clazare67,iOS,Europe,1506935815
jarnell68,Android,Asia,1507467921
llobb69,Android,Oceania,1509372338
jmirralls6a,iOS,South America,1507644087
charrop6b,iOS,Europe,1509250316
kdeandisie6c,Android,Oceania,1509316079
sgrebert6d,iOS,Europe,1508401427
gbaistow6e,Android,South America,1508602936
cheilds6f,Android,Oceania,1508980331
ltroughton6g,iOS,Asia,1508304859
hsouthern6h,Android,Oceania,1507239964
cbonner6i,iOS,Oceania,1508759534
cmarkie6j,Android,Asia,1508791486
cborrott6k,Android,Oceania,1506867347
akopec6l,Android,Africa,1508251741
ldaviddi6m,Android,Africa,1508827047
amacanespie6n,iOS,Europe,1509384504
cmack6o,iOS,Europe,1507541186
kstaniland6p,Android,Asia,1507069527
bstange6q,iOS,North America,1509395293
tmewhirter6r,iOS,Europe,1509114423
bdurie6s,iOS,Asia,1508062128
mblondelle6t,iOS,Africa,1509187706
pmccambridge6u,iOS,North America,1507110528
gtulloch6v,Android,South America,1509145534
nlambard6w,Android,South America,1507840710
idownes6x,Android,North America,1508805855
sbonney6y,iOS,South America,1507414900
mburgoine6z,Android,Europe,1508451991
jipsgrave70,Android,North America,1506937521
mryce71,Android,North America,1509205350
pcoxwell72,iOS,North America,1508083530
cpitcaithley73,iOS,Asia,1507608040
dlindermann74,iOS,Europe,1506970943
statnell75,Android,Europe,1508565356
bkimmel76,iOS,South America,1507118401
svanyukov77,Android,Africa,1508684112
mvigietti78,Android,Asia,1509171573
fdei79,Android,Oceania,1509165723
jjoseland7a,Android,South America,1508682687
mrainey7b,Android,Asia,1507129767
gishchenko7c,Android,Africa,1507109869
ethurske7d,Android,South America,1508242673
cstandfield7e,iOS,North America,1507695906
ghatherleigh7f,iOS,Oceania,1508654743
bchesman7g,Android,Europe,1507430911
ykopje7h,iOS,Europe,1506969394
dosman7i,Android,North America,1508367025
ldiben7j,iOS,Europe,1507143796
habbatucci7k,iOS,Oceania,1507824916
sczadla7l,iOS,North America,1506836156
probertson7m,Android,North America,1507618929
sdashkovich7n,Android,Europe,1507392284
hwibberley7o,Android,Africa,1508234637
dauckland7p,iOS,Oceania,1508060490
hfishly7q,Android,South America,1507948292
cbrizland7r,iOS,North America,1507853909
tvergine7s,iOS,Europe,1507750422
swhickman7t,Android,Europe,1508313397
mbassick7u,iOS,Asia,1506873479
hseide7v,iOS,Europe,1507179258
lpiche7w,iOS,South America,1509184795
acodron7x,iOS,South America,1508489382
ldebruyn7y,Android,Europe,1507481457
cpetrolli7z,Android,Europe,1507489292
sridoutt80,Android,Europe,1508158441
lmariault81,iOS,Asia,1508951289
bcarnie82,iOS,Europe,1509070283
cmeredith83,iOS,North America,1508193479
hosullivan84,Android,North America,1507073517
ucamous85,iOS,Africa,1509188824
lpicard86,iOS,South America,1508876135
tobrollachain87,iOS,Oceania,1509282880
cjaffra88,Android,Asia,1508658952
bexell89,Android,Asia,1508815648
cjorn8a,iOS,Asia,1508148325
cdenerley8b,Android,Oceania,1507774445
bwatt8c,Android,Africa,1509103439
nhannent8d,iOS,Oceania,1508151417
aranfield8e,Android,Africa,1509207883
mmccarter8f,Android,North America,1508341794
rorviss8g,Android,Oceania,1508705907
lpuffett8h,Android,South America,1508657157
bcaddens8i,iOS,Asia,1506915515
gnucci8j,iOS,Asia,1508590313
sdreini8k,Android,South America,1508686622
jmoir8l,Android,North America,1508586826
mfoucher8m,iOS,North America,1507875554
ryanshinov8n,iOS,Africa,1506885292
jiacovozzo8o,iOS,Asia,1508655661
ngullick8p,Android,South America,1508432191
jmews8q,Android,North America,1509269978
nholberry8r,Android,Africa,1507084658
tdorricott8s,Android,Oceania,1508439958
jmafham8t,iOS,Europe,1508390313
pmawford8u,Android,Oceania,1509048030
vdugget8v,Android,South America,1507066190
dwehden8w,Android,Europe,1507127477
ctreverton8x,iOS,Oceania,1509173865
tspooner8y,Android,Asia,1507778909
broust8z,Android,Africa,1506846261
cbutterick90,Android,North America,1507960436
cferenc91,iOS,North America,1509337750
bhawkeswood92,Android,Oceania,1507224569
mcatling93,iOS,North America,1507165454
jmabley94,Android,Asia,1507462620
tmelbourn95,Android,Asia,1507557030
jlethbridge96,Android,Oceania,1508216229
emattea97,iOS,Oceania,1509280690
asimonato98,Android,Asia,1507274729
tgodar99,iOS,Oceania,1507874088
hdingwall9a,iOS,Africa,1507825508
mdefreitas9b,Android,Africa,1508057726
ccremen9c,iOS,Oceania,1507167867
nizhak9d,iOS,North America,1506934213
rheadings9e,Android,Africa,1508979274
ggynn9f,Android,Africa,1507472643
cvatcher9g,Android,Europe,1507297141
glavender9h,Android,North America,1507085724
cwivell9i,iOS,Asia,1508798063
ipask9j,Android,Oceania,1508227369
hdahle9k,Android,North America,1508177926
ctarbath9l,iOS,North America,1507795695
tplascott9m,Android,Asia,1507697496
lhallowes9n,iOS,Africa,1508432606
jorrin9o,Android,Asia,1509274523
jbeiderbecke9p,Android,North America,1507322905
ccrampin9q,iOS,South America,1507195274
jpickring9r,Android,Europe,1507961925
cfursland9s,Android,Oceania,1507862846
bhoggan9t,Android,Europe,1507144373
ltyas9u,iOS,Asia,1508568231
dpretor9v,Android,Oceania,1507714493
hdaniely9w,Android,South America,1509198482
civancevic9x,iOS,Asia,1508738533
daccomb9y,Android,South America,1509084153
cbarthrop9z,iOS,South America,1508111944
bfossea0,iOS,Oceania,1508227290
cclipstona1,Android,South America,1507340114
geliona2,Android,North America,1509126180
swalteringa3,iOS,North America,1506887358
cculpana4,iOS,North America,1508381668
gdodsa5,Android,Europe,1509213356
pcoitea6,iOS,Oceania,1508673356
rcurnoka7,iOS,Oceania,1509157077
ycramba8,Android,South America,1507492397
hjenninsa9,iOS,Asia,1507780152
gcashmoreaa,iOS,North America,1509271588
mdowningab,Android,Europe,1509072404
spockeyac,iOS,North America,1508064052
csanthousead,iOS,North America,1507335195
iduiganae,iOS,Europe,1507899636
cmcmanamanaf,Android,Asia,1509257433
rclandillonag,iOS,Europe,1508136101
swadelingah,iOS,South America,1508815377
ssherrellai,iOS,Oceania,1508297391
aoreganaj,iOS,Asia,1508703539
bsiggeryak,Android,Europe,1507822051
mmcellenal,Android,South America,1508629280
alaxtonam,Android,Africa,1507462309
lcayseran,iOS,Asia,1507027081
mwallmanao,Android,North America,1507361757
hclifftap,Android,South America,1508843431
fstedsonaq,iOS,Asia,1507114124
lblyar,Android,Europe,1507523350
boverstoneas,iOS,North America,1506939537
fbrennekeat,Android,Oceania,1507327276
estrangerau,Android,Asia,1509246710
ntallisav,Android,South America,1507430480
jwrassellaw,iOS,Africa,1508636398
dfrancilloax,iOS,North America,1507348807
hnequestay,Android,South America,1509000311
rslayaz,Android,Asia,1508817688
ameachenb0,iOS,South America,1508543935
hpresdeeb1,Android,Oceania,1507978895
hbullivantb2,iOS,Europe,1506820719
fcobbinb3,iOS,Oceania,1508620790
lrowantreeb4,iOS,South America,1508937344
bklemensiewiczb5,Android,South America,1508156578
ddeveralb6,Android,South America,1508604297
lflukesb7,Android,Oceania,1508442524
rdunnettb8,iOS,Oceania,1509036956
cwicklenb9,iOS,Europe,1509250896
kbirtwhistleba,iOS,Oceania,1508681502
apringleybb,iOS,Europe,1507314532
cvasyushkhinbc,iOS,Europe,1509264528
clinchbd,iOS,Oceania,1507568130
dputtnambe,iOS,Africa,1507574857
dgeraldibf,iOS,North America,1506830565
rdomencbg,Android,South America,1507095663
droughleybh,Android,Africa,1506949709
aheamsbi,iOS,Asia,1508191506
dgeraschbj,iOS,Oceania,1508704085
lwyonbk,iOS,Africa,1508689952
sjudgkinsbl,Android,South America,1508595815
tborsaybm,iOS,Asia,1506888629
kpersianbn,Android,Oceania,1507626741
pkoppebo,iOS,Europe,1509243975
iclacsonbp,iOS,Oceania,1508132544
gmaccaugheybq,iOS,Asia,1509264687
gklammanbr,iOS,Europe,1508933333
mbrabbsbs,Android,Asia,1508782963
rormstonbt,Android,South America,1507217033
lallawybu,iOS,North America,1507882014
aoferrisbv,Android,Oceania,1507531167
ppetrovykhbw,Android,South America,1507933803
lbrusbybx,Android,Africa,1507734332
shicklingbottomby,Android,Europe,1509405935
edenecampbz,Android,Africa,1507995326
keyckelbeckc0,iOS,Asia,1508257667
kwiltshawc1,iOS,Europe,1509031631
hhaggisc2,iOS,Oceania,1508693007
tdorianc3,iOS,Oceania,1508626482
rshurmerc4,iOS,South America,1506995418
ngilmorec5,iOS,South America,1509209266
fsanzioc6,Android,South America,1508354908
lmcloneyc7,iOS,Asia,1507615914
rminchentonc8,Android,South America,1507098688
jhiscoec9,iOS,Asia,1507297315
mdowzellca,iOS,Asia,1509347554
igreenawaycb,iOS,Africa,1507866299
cfaussetcc,iOS,Asia,1507919114
iraymontcd,Android,South America,1508524989
acucuzzace,Android,South America,1507827261
escramagecf,iOS,North America,1507631986
mfancycg,iOS,North America,1506989347
jstrodech,Android,Africa,1508905947
uherculesonci,Android,South America,1508366743
cstreetscj,iOS,North America,1509102338
mhindshawck,iOS,Africa,1507303469
lhatwellscl,iOS,South America,1507520391
jcastagnonecm,Android,Oceania,1508633680
gbultercn,iOS,South America,1507157118
hskinco,Android,Africa,1508443204
yworsnapcp,Android,Oceania,1509139042
dlunecq,iOS,Oceania,1506851139
hnorvillecr,Android,Africa,1507839938
kpudneycs,iOS,South America,1508682561
sagassct,Android,Europe,1508720769
fhallstonecu,Android,South America,1507063753
fpemberycv,Android,North America,1506995448
raroncw,Android,South America,1506830747
tlewknorcx,iOS,Oceania,1508581369
ncarreckcy,iOS,Europe,1509083185
ajerromecz,Android,Oceania,1508812325
ntwidled0,Android,North America,1508525032
sbawlesd1,iOS,Europe,1508984375
mbatsfordd2,iOS,Asia,1507105795
vudaled3,iOS,Oceania,1508079652
ewigginsd4,Android,Asia,1509177101
kcornehld5,Android,Europe,1507638028
nvanyardd6,Android,Europe,1507215496
yomand7,iOS,South America,1507714189
mtuxilld8,iOS,Africa,1509284521
ljamsond9,iOS,North America,1507126848
asladeda,Android,Asia,1507685702
ntunsleydb,iOS,South America,1506936015
kcubindc,iOS,Europe,1508460329
ntrenouthdd,iOS,North America,1507803436
vtschiraschede,iOS,North America,1508644967
strunkfielddf,Android,North America,1508242923
sambroschdg,Android,Asia,1507472049
ctinstondh,Android,Asia,1507927858
mperazzodi,iOS,South America,1508412178
bmcbrierdj,iOS,Oceania,1507770787
erizzottodk,Android,Oceania,1506881441
ogullifantdl,iOS,Europe,1507699246
ovaskindm,iOS,Oceania,1509288573
tsmerdondn,Android,Oceania,1509392834
dfulopdo,iOS,Europe,1507542337
nkillinerdp,Android,Africa,1507564792
bmacdwyerdq,Android,Asia,1508623406
bglanddr,Android,Europe,1506831360
npeironeds,Android,Europe,1507461791
haldrittdt,iOS,Europe,1508641089
vmalenoirdu,iOS,Africa,1507077333
kperelldv,iOS,Asia,1508092019
bbrodwaydw,iOS,Oceania,1509392928
mspeachleydx,iOS,North America,1508041768
zlyptradedy,Android,Africa,1508222289
ftittershilldz,iOS,North America,1509206596
mmaryane0,iOS,Europe,1506874879
dsedgemane1,Android,North America,1507659734
swinderse2,Android,South America,1507566912
bzolde3,Android,Europe,1508761841
cgaytere4,Android,Asia,1508470181
eupchurche5,iOS,Oceania,1507803808
wcandye6,iOS,South America,1507487684
garkine7,iOS,South America,1506964182
osaiense8,Android,Africa,1508604011
lshukere9,Android,Europe,1508102125
hblancheea,Android,Asia,1507643450
hbabareb,iOS,Europe,1508014851
cmurtyec,Android,North America,1508168673
vfrankeed,iOS,Asia,1508912211
dpimmee,iOS,Asia,1508426835
ccotherillef,iOS,North America,1508466778
gsanjaeg,Android,Asia,1509128393
dassirattieh,Android,Oceania,1509067356
hservantei,Android,Europe,1508177916
mbilhamej,Android,Asia,1507868686
wgelderdek,iOS,North America,1507326885
rtrembleel,iOS,North America,1508446646
tharcaseem,iOS,South America,1507796953
ppizzieen,Android,Africa,1508959516
cstookeseo,Android,Oceania,1508563485
claughlinep,Android,Oceania,1507814605
mfluckseq,iOS,South America,1507884336
sedisoner,Android,Africa,1507042392
asweetinges,iOS,Oceania,1508878008
cmegroffet,iOS,Asia,1507698314
croglierieu,iOS,South America,1507204073
sleafeev,Android,Africa,1508861145
rdruelew,Android,Africa,1506872541
whofex,Android,Oceania,1508105814
kwarneey,Android,Asia,1507518178
rkuhndelez,iOS,Africa,1506897633
bbixleyf0,Android,Asia,1508767868
afolif1,Android,Asia,1506819865
ebycraftf2,Android,Africa,1508669230
dlouisetf3,iOS,South America,1508361175
moslarf4,Android,North America,1507480010
sfoskenf5,Android,Asia,1508988523
sjanewf6,iOS,Africa,1508778897
pfrostdickef7,Android,South America,1507439723
dnewallf8,iOS,South America,1509229680
lfearnillf9,Android,South America,1508479320
sledingtonfa,Android,Oceania,1507926428
cbrigstockfb,iOS,North America,1508687654
tyockneyfc,Android,Africa,1508301051
mbayleyfd,iOS,Asia,1507759394
shovardfe,iOS,South America,1507062634
jbakewellff,Android,Asia,1507204445
rgeraghtyfg,iOS,Europe,1508542918
skimbroughfh,iOS,Africa,1507842155
jgreaderfi,iOS,Africa,1508948301
scauserfj,Android,Oceania,1507741844
gteresafk,Android,Europe,1507013532
gthorroldfl,Android,Africa,1507612769
jadolphinefm,iOS,Asia,1507549756
rharbachfn,iOS,North America,1508852348
kgrahlfo,Android,Africa,1509136787
cdelacroixfp,Android,Asia,1508516824
ahenriquefq,Android,Africa,1508946909
awysefr,iOS,South America,1507436188
mgowdridgefs,iOS,Oceania,1507048405
rlegierft,Android,Asia,1507408394
dmacroryfu,Android,Europe,1507600325
hcamidgefv,Android,Asia,1509275388
rcohnfw,Android,North America,1507684684
avanezisfx,iOS,Europe,1507905765
kcrimpefy,iOS,Europe,1507565016
gganfordfz,Android,Oceania,1509365958
brentoulg0,iOS,South America,1507582154
mblightg1,iOS,South America,1509321424
amackimg2,iOS,North America,1508285240
btrickerg3,iOS,Oceania,1507995811
pleaderg4,iOS,North America,1507549903
sblackborneg5,Android,Oceania,1507868580
gpawlikg6,Android,Europe,1507887504
abragancag7,Android,Europe,1508236212
pchaddockg8,Android,North America,1508909498
ttomczykowskig9,iOS,South America,1507145573
mpassiega,Android,North America,1507769571
edemegb,Android,Asia,1506907456
awaycottgc,Android,Africa,1508416276
acorballygd,Android,South America,1507627459
lplacege,iOS,North America,1507121186
sgullifantgf,Android,Africa,1506920012
bcundgg,Android,North America,1507589775
gsandercockgh,iOS,Oceania,1506908360
kcomettigi,iOS,Oceania,1507508748
vgarzagj,iOS,Africa,1507610237
jscritchgk,Android,Asia,1509337924
nkettongl,iOS,Africa,1508457647
rcordeuxgm,Android,Oceania,1507148933
jminallgn,iOS,Asia,1508164374
rknowlinggo,iOS,Europe,1508575530
llebretondelavieuvillegp,iOS,South America,1508303951
zcowdraygq,Android,South America,1509379307
ichinngr,iOS,North America,1507164903
rspilsteadgs,Android,Europe,1508480463
hwaightgt,iOS,South America,1508837159
fdinningtongu,iOS,South America,1507898203
wperelgv,Android,South America,1507036190
ferangygw,Android,Europe,1508068803
kkirsteingx,iOS,South America,1508228424
ggillyettgy,iOS,Europe,1508891432
sraistrickgz,Android,Africa,1507912232
lmoakesh0,Android,Asia,1507133299
ddandreah1,iOS,Asia,1509254958
clickessh2,Android,Europe,1507518878
cdiggonsh3,Android,Europe,1507485569
ldemarsh4,iOS,Africa,1508873154
hmaccallamh5,iOS,Oceania,1507516802
ewithersh6,Android,South America,1508449596
nropkesh7,iOS,Oceania,1507819573
efinleyh8,Android,North America,1508520041
gfreemantleh9,Android,Asia,1508601200
cbrosterha,iOS,Africa,1507116863
cjerminhb,iOS,Asia,1509067870
aspositohc,Android,Oceania,1507847636
lsuffhd,Android,Oceania,1507397706
fivaninhe,Android,North America,1508922586
wbarefordhf,iOS,Asia,1508041015
sscousehg,Android,Oceania,1508966813
pmaylardhh,Android,Africa,1508525448
mmacclintonhi,Android,Asia,1508160803
emacneillyhj,Android,Europe,1507415739
gleathk,Android,North America,1507271197
vspaduccihl,iOS,North America,1508259327
fdrohanhm,iOS,Africa,1509039580
chaggiehn,Android,North America,1509044925
agrinnellho,iOS,Europe,1508901433
jbierhp,Android,Europe,1508194048
bdewdenyhq,iOS,South America,1507873100
scooteshr,Android,North America,1508649423
crisbridgehs,Android,South America,1509027718
gorrillht,iOS,Oceania,1507082775
biamittiihu,iOS,North America,1508294398
ktrehearnehv,Android,Africa,1509191741
cmadgwickhw,Android,Asia,1507122852
naudreyhx,iOS,Europe,1507479351
rorwinhy,Android,Oceania,1508150225
slivseyhz,iOS,South America,1507778364
jbloxsumi0,Android,North America,1507889623
htolomeii1,Android,Europe,1509274231
agoodayi2,iOS,North America,1507358421
rbarbricki3,iOS,Africa,1507128569
aandrati4,iOS,South America,1506960185
msedgefieldi5,Android,Oceania,1509099074
mgrevesi6,Android,Africa,1509364644
amallinderi7,Android,Oceania,1507255100
mwilkennsoni8,iOS,North America,1507006146
cwandrichi9,Android,Oceania,1508591545
kpendrillia,iOS,North America,1508654345
jcoteib,Android,Oceania,1508022857
gprescotic,iOS,North America,1508190222
smanifoldid,Android,Asia,1508680753
ralfonsettoie,Android,Europe,1508047308
ldafterif,Android,South America,1506943578
aballeig,Android,Asia,1506838095
fhupeih,Android,South America,1507711885
rgarlickii,iOS,North America,1508091598
mradbornij,Android,Africa,1508862602
cmcterrellyik,iOS,North America,1507151264
koneillil,iOS,North America,1506931143
abremmerim,Android,South America,1508582504
agallatlyin,Android,Africa,1507702342
ykohnio,Android,Africa,1508118098
diacopoip,Android,Oceania,1508721906
hfryattiq,Android,South America,1509366751
mpantherir,Android,Africa,1508624873
fsnowdenis,iOS,South America,1507120288
kvorleyit,iOS,Europe,1508694323
rwhittletoniu,iOS,South America,1508588055
shulkeiv,Android,Europe,1509309797
sricheliw,Android,Europe,1507732725
cdurtnalix,Android,Europe,1508929993
msmitheniy,iOS,Asia,1509346451
ccheshireiz,Android,Oceania,1507702702
vnarupj0,Android,Africa,1508791016
jdautryj1,Android,Asia,1507077975
tstoopj2,iOS,Oceania,1507240617
fjakubowiczj3,Android,Europe,1508016978
ddrennanj4,iOS,Oceania,1507963643
kfoordj5,Android,North America,1506951539
bsapsfordej6,iOS,Asia,1507001798
mboldockj7,iOS,Africa,1509152460
schisholmj8,iOS,Oceania,1508793966
gwoodroffej9,Android,Europe,1508353797
imothersdaleja,iOS,Africa,1508781607
adeyenhardtjb,Android,Europe,1507885677
tblasonijc,iOS,South America,1507953978
wjacobbejd,Android,North America,1507755027
mwolteringje,Android,South America,1507839245
