username,os,region,date
proach40,Android,Africa,1511657234
mbeaty41,iOS,Europe,1511554942
hnuzzetti42,Android,Europe,1510079530
lchastagnier43,iOS,South America,1510404339
cgladbeck44,Android,South America,1511713039
cheinle45,Android,Africa,1511070903
njiruca46,Android,North America,1509496932
mportsmouth47,iOS,North America,1511074811
tcuredale48,iOS,South America,1510489739
fwadlow49,iOS,South America,1511857001
cmoir4a,Android,Africa,1511315521
wkasperski4b,Android,Asia,1511676259
jcritzen4c,iOS,Europe,1510678653
zbroadey4d,iOS,Asia,1511018986
amunsey4e,iOS,Europe,1511347412
mburden4f,iOS,Asia,1510745753
ycroisdall4g,iOS,Europe,1509922667
theineke4h,iOS,Oceania,1511359112
vsmitherman4i,Android,Oceania,1511300369
mloveless4j,Android,North America,1511418879
vshoulders4k,Android,Asia,1509851075
gmitchell4l,iOS,North America,1509511003
ebrowne4m,iOS,Asia,1510955311
lsickling4n,iOS,North America,1510421430
lhickinbottom4o,iOS,Europe,1510674654
grulton4p,iOS,Africa,1511258777
nstellin4q,Android,Africa,1510834133
bantonchik4r,Android,North America,1510567646
rspears4s,Android,Oceania,1511287418
kvanarsdall4t,Android,South America,1511954610
praper4u,iOS,Oceania,1509658605
cscriviner4v,iOS,South America,1509898923
eklassmann4w,iOS,North America,1509801036
hpass4x,iOS,South America,1511653940
lwhartonby4y,Android,Europe,1510087355
ilyness4z,Android,South America,1509635726
gpilcher50,Android,North America,1511464046
eplimmer51,iOS,North America,1509843111
dbellelli52,iOS,South America,1511224403
eescot53,Android,Oceania,1510052553
amathy54,Android,North America,1510394051
adrakers55,iOS,Oceania,1510917813
rprosch56,Android,Asia,1509751654
ccaverhill57,Android,Oceania,1510061375
davramchik58,Android,North America,1511400117
aaldwich59,Android,Oceania,1510882828
damey5a,iOS,Africa,1511405850
ewordsley5b,iOS,Asia,1509621798
kaldwinckle5c,iOS,South America,1511553325
cframe5d,Android,Africa,1511000713
nainge5e,Android,Europe,1511822984
lponton5f,iOS,Europe,1511565608
obartos5g,iOS,North America,1511995041
bboynes5h,Android,Europe,1511880291
mwannop5i,Android,Asia,1511871661
mgrahame5j,iOS,Europe,1510114430
ibouttell5k,iOS,Africa,1509698973
rguinan5l,Android,North America,1509739079
ebenediktovich5m,Android,Africa,1511450611
rsinnatt5n,Android,North America,1510549694
smugridge5o,Android,South America,1510451485
sstockford5p,Android,Europe,1511237828
ckidgell5q,iOS,North America,1511009661
bclewley5r,Android,Oceania,1511130022
dpeartree5s,iOS,Asia,1511841403
pbillsberry5t,Android,Asia,1510453127
bosuaird5u,iOS,Asia,1511083209
mheathcote5v,iOS,South America,1510280844
rstickford5w,Android,Europe,1510820870
jcrumpton5x,iOS,Africa,1509749256
slecointe5y,Android,South America,1511037254
gdeye5z,iOS,South America,1511468486
cthaine60,iOS,Africa,1510967256
bpiggen61,iOS,Africa,1511537427
rradage62,Android,North America,1510828753
lgoundrill63,Android,South America,1511557018
ccanaan64,Android,Oceania,1511286999
sschimoni65,Android,Asia,1510229106
aorder66,Android,Oceania,1510306902
msmickle67,iOS,Europe,1509923985
amunning68,iOS,South America,1509996322
vsoppit69,Android,Europe,1511364044
nlakin6a,iOS,Asia,1510286146
gtruter6b,iOS,North America,1509592602
llamonby6c,iOS,South America,1511837526
lbentham6d,iOS,Africa,1511454910
mhunn6e,Android,Asia,1511542707
amcrory6f,iOS,Europe,1509622157
etieraney6g,iOS,Africa,1511116628
mdowney6h,Android,Africa,1510827696
jdanaher6i,iOS,Europe,1511277352
krushmere6j,Android,South America,1510773574
cdalglish6k,Android,Oceania,1509894732
djan6l,Android,Oceania,1510483714
omumford6m,iOS,South America,1511026940
ocrucitti6n,iOS,Oceania,1510390675
dpolgreen6o,iOS,Africa,1510240009
ddeners6p,Android,Oceania,1510829204
jhanham6q,iOS,Asia,1509910609
wcharon6r,iOS,North America,1510906016
rmacknockiter6s,Android,Oceania,1510326740
lmcdermid6t,Android,Asia,1510741323
bleggett6u,Android,Asia,1509542913
rbuckhurst6v,iOS,Europe,1509879662
memburey6w,iOS,South America,1511137995
lmcneachtain6x,iOS,South America,1510026988
nluck6y,Android,Oceania,1510712514
ctretwell6z,Android,North America,1509959108
ablock70,Android,South America,1510478449
gcrebbin71,iOS,Africa,1511463516
nharg72,Android,Asia,1511910725
gstrettell73,iOS,South America,1511625686
smorgan74,Android,Asia,1510668406
fpietruszka75,iOS,North America,1511086155
gcruickshanks76,iOS,South America,1510182268
eottam77,iOS,North America,1511713012
tgellett78,iOS,North America,1510107417
chartle79,Android,Africa,1510505843
rmactrustie7a,Android,Europe,1510997359
fgemelli7b,iOS,South America,1510287590
pwinder7c,iOS,Asia,1510363695
ahanway7d,iOS,Africa,1510952590
dlowers7e,Android,Oceania,1510355205
ahamblington7f,iOS,Europe,1510113694
sscullin7g,iOS,South America,1511482672
hmulbery7h,Android,Oceania,1510819883
fmathys7i,Android,South America,1511087153
tsavage7j,iOS,North America,1510967494
rmcphilip7k,iOS,North America,1511277274
cbrittle7l,Android,Oceania,1511010650
ckulas7m,Android,Asia,1511623420
cdolder7n,iOS,Asia,1511062930
dcostigan7o,iOS,South America,1510097221
yashenhurst7p,iOS,North America,1510320134
mzumfelde7q,iOS,Africa,1511053553
slawford7r,iOS,Africa,1510776233
jdutton7s,iOS,Africa,1511540541
analder7t,Android,Europe,1511914967
mwitul7u,iOS,South America,1509858963
wheindl7v,iOS,South America,1509541689
ebramwell7w,Android,Oceania,1511876456
aseverns7x,iOS,Africa,1511482129
afrigout7y,iOS,Africa,1509860148
ygobbet7z,Android,Asia,1511280896
ageeson80,iOS,Oceania,1510209042
edominici81,iOS,Oceania,1511930318
mhaste82,iOS,South America,1509943440
cperotti83,Android,Europe,1511188596
tfontaine84,iOS,South America,1509660636
dgrindall85,Android,Europe,1511535990
cmungane86,iOS,South America,1511830098
bregenhardt87,iOS,North America,1510072773
mvanarsdale88,Android,Oceania,1509765682
mhylden89,Android,Asia,1509596845
nclissell8a,iOS,Africa,1511984290
khencke8b,iOS,South America,1510879965
tgonnelly8c,iOS,Oceania,1510485125
bwildbore8d,Android,Asia,1511736164
lbogges8e,Android,Africa,1510577745
asalvadore8f,Android,South America,1511306141
mfries8g,Android,Oceania,1509837770
lfitzroy8h,iOS,South America,1511317692
jcaudray8i,Android,Asia,1510270574
vastlatt8j,Android,North America,1511211718
bsaffran8k,iOS,Oceania,1510184757
benbury8l,iOS,Asia,1510509924
ssanz8m,iOS,Africa,1509677213
aashbee8n,iOS,Africa,1510100281
tpretti8o,Android,Asia,1511228963
sbrissenden8p,Android,Europe,1509775437
ggrannell8q,iOS,South America,1511227386
kdeleek8r,iOS,Africa,1509510015
sgimson8s,iOS,North America,1509817127
bhemstead8t,iOS,Africa,1511236292
vkamenar8u,iOS,Asia,1510011153
lgapper8v,Android,Africa,1510422935
cleathem8w,Android,Asia,1509580705
wkorneichik8x,iOS,Africa,1511922493
wdene8y,iOS,North America,1510256711
ffieller8z,Android,North America,1511609982
mmccuish90,iOS,North America,1511496523
cterrill91,iOS,Europe,1511589437
glidgard92,Android,Europe,1510217777
icasillas93,Android,Oceania,1510958189
jleroy94,iOS,Europe,1510648297
rdoulden95,iOS,South America,1510008463
afeldmesser96,iOS,North America,1511269832
dbewlie97,Android,North America,1510013570
evictoria98,iOS,North America,1509992106
mwillicott99,Android,South America,1511033887
awasiela9a,Android,South America,1509961461
cgaydon9b,Android,Europe,1511268592
ewhittles9c,Android,South America,1510762962
msleight9d,Android,Europe,1511099526
kcasford9e,Android,Asia,1509742217
ptoffolo9f,iOS,Oceania,1511501053
eleathard9g,Android,North America,1509907390
mstquenin9h,iOS,Europe,1510363568
ggalletley9i,iOS,South America,1511443114
vghent9j,iOS,North America,1511451079
emossbee9k,Android,Africa,1510502793
jwindsor9l,Android,Asia,1510692635
apinckney9m,iOS,Oceania,1511949944
cwaldera9n,iOS,South America,1510727194
alyngsted9o,iOS,North America,1509703011
mrikard9p,Android,South America,1511422134
hriceards9q,Android,Europe,1509933602
esimonel9r,iOS,Europe,1510046071
tcolebourne9s,iOS,Asia,1511365556
cwalewicz9t,Android,Asia,1511414098
lforsdyke9u,iOS,South America,1511788669
rrobben9v,iOS,North America,1511938852
boscully9w,iOS,Oceania,1510263420
cchretien9x,Android,Asia,1510602663
doakshott9y,iOS,South America,1510296833
mmelior9z,Android,Asia,1511127098
jbussena0,Android,Oceania,1510052050
esodorya1,iOS,Asia,1510763624
dgrogonaa2,Android,South America,1509909887
kthompstonea3,iOS,South America,1510699720
anisbeta4,iOS,Africa,1510903845
pbrosela5,Android,North America,1510391299
ehitschkea6,iOS,North America,1511288283
jivakina7,iOS,Asia,1509642608
amadgina8,iOS,North America,1511771288
ryearnsa9,Android,South America,1511030722
oaveryaa,Android,Asia,1510382020
hmcasterab,iOS,North America,1509675613
ideinertac,iOS,South America,1511061971
jglasserad,iOS,Europe,1511689838
mibarraae,iOS,South America,1510004863
tlahrsaf,iOS,Asia,1511156869
jdiggag,iOS,Africa,1510327675
gbenesevichah,Android,Africa,1511182604
vfearneai,iOS,Oceania,1510824420
cmolandaj,iOS,Europe,1510647615
dcushworthak,iOS,Africa,1511570954
vadmansal,Android,Asia,1511177690
ssicklingam,iOS,Africa,1510393123
ksawtellan,Android,Oceania,1510986265
ssonnenscheinao,iOS,Oceania,1509780671
tprettejohnsap,Android,North America,1510347456
obrickseyaq,Android,South America,1510355027
glidgertonar,iOS,South America,1510937920
egenikeas,Android,Africa,1510512296
bbourgourdat,Android,South America,1511873953
mpaalau,Android,Asia,1510407797
eabbadoav,iOS,Asia,1510174975
cforganaw,Android,Africa,1511566706
sboiseax,Android,Africa,1510457094
kvardeyay,iOS,Africa,1509962257
craeaz,Android,Asia,1511517799
nleadsb0,iOS,Africa,1511213315
sfaraganb1,iOS,South America,1511836930
agillmoreb2,iOS,Africa,1509588890
waikmanb3,Android,North America,1511201810
awyperb4,iOS,South America,1510414909
bhuniwallb5,Android,Africa,1511164958
mgibberdb6,Android,Europe,1509789531
lmullingerb7,Android,Europe,1511153897
coclearyb8,Android,Europe,1511866504
agadaudb9,iOS,Asia,1510471109
uditzelba,iOS,Asia,1511354090
kmayceybb,Android,Africa,1509903228
egordgebc,Android,North America,1511113110
alyndebd,iOS,Asia,1511576951
mgaraghanbe,Android,North America,1510372415
rwaterlandbf,iOS,South America,1510229043
gbritnerbg,iOS,Africa,1510902234
dollanderbh,Android,North America,1511877678
gjackalinbi,Android,South America,1510693420
cmitchelsonbj,Android,Europe,1510811681
pcicerobk,iOS,North America,1511849268
cbrehaultbl,Android,Africa,1509621959
cselwynebm,Android,South America,1511396384
ioakinfoldbn,iOS,Europe,1510118345
deverybo,Android,Europe,1510068932
dgoodrickbp,Android,Asia,1510176103
lmcquirterbq,Android,Asia,1509856768
agrishankovbr,Android,Oceania,1510236386
tjosephsonbs,Android,Asia,1511240870
wdenisetbt,Android,Europe,1511804752
mredemilebu,Android,South America,1511362485
ekerfodbv,Android,Africa,1509990951
astilwellbw,iOS,Oceania,1510335154
gfranciottibx,Android,Asia,1511312663
hgrisdaleby,Android,Europe,1511622197
srapinettbz,iOS,North America,1510893769
clathamc0,Android,Oceania,1509833982
tordc1,Android,Asia,1510686528
gswitsurc2,iOS,Oceania,1511708676
cmatczakc3,iOS,Oceania,1509813210
karsnellc4,iOS,Europe,1510853898
hmutterc5,iOS,South America,1510278099
crosierc6,iOS,Asia,1509937571
emilc7,Android,Africa,1511747203
zambagec8,iOS,Oceania,1511017033
pswadenc9,Android,South America,1510386323
gcolwellca,iOS,Asia,1510670375
hkoenecb,iOS,North America,1509525889
aeittercc,Android,Africa,1509631457
egilsthorpecd,Android,North America,1510581604
kcarilloce,iOS,Oceania,1510371818
ajimmescf,iOS,Oceania,1510234118
bminihancg,iOS,Oceania,1511466030
kvarnech,Android,Oceania,1510775490
hpendellci,Android,Africa,1511637351
wgehrickecj,iOS,Oceania,1511455041
mforteyck,iOS,Africa,1509624709
bshrawleycl,iOS,South America,1509540417
jbericm,Android,Asia,1511059343
slukacscn,Android,Europe,1510909913
frutledgeco,Android,North America,1510283531
hcullingworthcp,Android,Asia,1510506928
gaxfordcq,iOS,South America,1510858201
ajarviecr,Android,South America,1509726662
pservantecs,Android,North America,1511866181
bmuzzolloct,Android,South America,1511802821
cmccrackencu,Android,North America,1510820968
tlaundercv,Android,South America,1510655357
bkenninghamcw,iOS,North America,1510065792
mnortoncx,Android,Africa,1511539608
wveiverscy,Android,South America,1511964865
tpledgercz,iOS,Oceania,1511270612
gearsmand0,iOS,Europe,1511330944
mwalkdend1,Android,Europe,1511649491
pburfordd2,Android,Oceania,1511073032
tleaheyd3,iOS,Asia,1510026780
garnaudetd4,Android,Europe,1510549641
mflaxmand5,Android,Oceania,1510040850
sbreched6,Android,Africa,1511875624
tgochd7,Android,Europe,1509911297
mnicklend8,Android,North America,1510398809
kbroughamd9,Android,Africa,1509796938
mlamacraftda,Android,Oceania,1510240459
evolkdb,iOS,Asia,1511993644
lhachedc,Android,Asia,1510293959
wbariballdd,iOS,Africa,1510195385
rsancroftde,iOS,Oceania,1509627954
abatissedf,iOS,Oceania,1509505514
sbuchandg,Android,Africa,1509978056
satwilldh,Android,Africa,1511889974
cdugdaledi,iOS,Oceania,1510077707
ekoseldj,iOS,Asia,1509878427
rrobardleydk,iOS,Asia,1511634836
cwinslettdl,Android,North America,1509592316
apleassdm,iOS,South America,1511298931
llottdn,Android,North America,1510851562
cmatoshindo,Android,North America,1511048718
jkentondp,iOS,South America,1510520784
lclementsondq,Android,Europe,1511612379
gdesseinedr,Android,Africa,1511764493
sharbinsonds,iOS,Europe,1511529861
bsibbsdt,iOS,Oceania,1510774254
aayerdu,Android,North America,1510894048
xfanndv,Android,Asia,1510282750
mhuchotdw,Android,Africa,1511407795
ohullinsdx,Android,South America,1511753320
mubankdy,iOS,North America,1509720404
enorvelldz,Android,Africa,1511560655
cmcgintye0,iOS,North America,1510078809
blashbrooke1,iOS,North America,1510400290
glambe2,Android,Asia,1509839985
lbassone3,Android,Asia,1509545679
tpadfielde4,Android,Europe,1511190892
rduigane5,iOS,North America,1510203441
egeeraerte6,iOS,South America,1510589939
ncooplande7,Android,Africa,1511004985
ogilligane8,iOS,North America,1511424994
rcheatlee9,Android,South America,1511452558
fmissenea,Android,Asia,1511441904
mmcreatheb,iOS,North America,1510228647
bwhitlowec,iOS,Asia,1510944308
xmccarted,Android,Oceania,1511152177
aclaussenee,Android,Oceania,1511883526
cimortsef,iOS,Africa,1509951091
jgwynneeg,Android,Asia,1510822625
ngrevatteh,Android,Oceania,1510645340
kdogetei,iOS,Oceania,1509735445
rprevettej,Android,North America,1510139508
mordeltek,Android,Africa,1511312191
lcosbeyel,iOS,North America,1509868989
alethebridgeem,Android,Asia,1511682362
cdradeyen,iOS,Europe,1511053316
jmillmoeeo,Android,North America,1509651065
fisonep,iOS,Europe,1510899320
jcoppenhalleq,iOS,North America,1511725831
jjeacockeer,iOS,North America,1509814353
adodshones,iOS,Europe,1510229417
etumbridgeet,Android,Oceania,1510146117
zdaineseu,iOS,Africa,1509772110
grosenhauptev,iOS,Oceania,1511018391
lrappportew,Android,Oceania,1510671721
kjewessex,iOS,Asia,1510709274
jbassilley,iOS,Africa,1510015509
jroysonez,iOS,North America,1511251423
dcantyf0,iOS,Asia,1509805683
tucf1,Android,Asia,1510466890
khousecraftf2,Android,Asia,1511208115
hfieldf3,Android,South America,1510496852
mgumbyf4,Android,Asia,1511614507
lsteartf5,Android,South America,1511412532
sbleimanf6,iOS,Oceania,1510771445
lfrankf7,Android,Oceania,1510421084
gfossordf8,Android,Oceania,1511193226
bchittimf9,Android,Oceania,1510298549
bduforefa,Android,Oceania,1509563289
mgreenhallfb,Android,North America,1509523589
ldeversfc,Android,North America,1509680370
ffindenfd,iOS,Oceania,1510325016
amantonfe,Android,Asia,1511993679
aturpeyff,Android,North America,1510453858
jpirolinifg,Android,Africa,1511336860
fhaversumfh,iOS,South America,1509543403
jenburyfi,iOS,Europe,1510247028
ygaythorpefj,iOS,Asia,1510409312
abroszkiewiczfk,iOS,North America,1511632117
lspearesfl,iOS,Asia,1510237551
sdewfallfm,iOS,Oceania,1510294675
mtoffolettofn,Android,Asia,1509501126
bphilippsohnfo,iOS,Asia,1511163626
ayvensfp,Android,Asia,1511199581
rchristleyfq,iOS,Asia,1510979667
gfairlawfr,iOS,Africa,1510792785
ametcalffs,Android,South America,1510573057
cgamesonft,iOS,North America,1509869701
wmcilraithfu,Android,South America,1511343061
spaddonfv,Android,South America,1511177271
bdunphyfw,Android,Asia,1510764853
bstonelakefx,iOS,North America,1510152664
hgainsefordfy,iOS,North America,1510431190
bmcindoefz,iOS,Africa,1511909107
xkielyg0,iOS,Oceania,1511570897
rshatliffg1,iOS,Africa,1510747495
alewingg2,Android,Oceania,1510648061
msheweng3,iOS,Europe,1511271136
cmartyging4,iOS,Europe,1510677424
sklesseg5,iOS,Europe,1510572738
yruddickg6,iOS,South America,1511006393
meusdeng7,iOS,North America,1511796906
twingeattg8,Android,Europe,1511331630
cmayhewg9,iOS,South America,1511220176
hwaringga,iOS,Europe,1511539344
ltrazzigb,Android,Europe,1510661530
mwhistangc,iOS,North America,1510510829
mtidcombgd,iOS,Oceania,1511902569
mcusiterge,Android,North America,1509505337
lyeandelgf,Android,North America,1511112087
wforbesgg,Android,Oceania,1510295436
pcrosfeldgh,Android,Europe,1511508058
ddorkingi,iOS,North America,1511511074
nmellemgj,iOS,Africa,1510031403
opibsworthgk,Android,Europe,1511197095
dcottelgl,Android,Africa,1510689998
ayurtsevgm,Android,Africa,1509937875
coneillgn,Android,Africa,1509858303
bjacobsongo,Android,North America,1510273101
djoretgp,iOS,Africa,1510639111
amerrimangq,iOS,Asia,1511606102
cnatongr,iOS,Europe,1511690813
hgadsbygs,iOS,North America,1510103474
bloraitgt,Android,Europe,1510622180
elyardgu,iOS,Oceania,1510025193
mosbangv,Android,Africa,1511618896
cfarndellgw,Android,North America,1510594946
kmclaughlingx,Android,Europe,1510149845
vwhatmangy,Android,North America,1510418403
ravardgz,Android,Oceania,1510056701
gocalleranh0,Android,North America,1511849304
yvalenssmithh1,Android,Asia,1510621993
alehmannh2,iOS,Africa,1511765907
pdyeh3,Android,Europe,1509877797
dbulfooth4,iOS,Africa,1511486437
zkubanekh5,iOS,Asia,1509748433
cpinnijarh6,iOS,North America,1510099052
gcheckettsh7,Android,Oceania,1509962086
hskentelburyh8,Android,North America,1509609881
bnormavillh9,Android,Asia,1510100502
klibreyha,iOS,Asia,1510089851
etomankiewiczhb,iOS,Africa,1510651520
bkeohanehc,Android,Asia,1510654602
halbertihd,Android,South America,1511196982
sduforehe,Android,Oceania,1510703340
daffleckhf,Android,Asia,1511567044
lchittemhg,Android,Africa,1510515663
ecarrackhh,Android,Europe,1509825629
anesterovhi,Android,Africa,1510973947
glemmhj,iOS,Asia,1510078102
agartinhk,iOS,Asia,1510227471
dmatthl,iOS,South America,1510210781
awivellhm,Android,Asia,1509543651
kgartlandhn,Android,South America,1511475570
rcalveleyho,Android,South America,1511616850
cmatoninhp,iOS,Asia,1510979826
sgrundellhq,Android,North America,1510082604
hsizeyhr,iOS,South America,1510443088
swalmsleyhs,iOS,Asia,1509987408
pedmeadesht,iOS,Asia,1509562501
bgrollhu,iOS,Asia,1511549726
ggandyhv,Android,Africa,1509506525
bportehw,iOS,Europe,1511477003
vladelhx,Android,Oceania,1510222853
fargylehy,iOS,Europe,1510225717
emeanwellhz,Android,South America,1511417737
jmollnari0,Android,North America,1511828938
cjedrzejkiewiczi1,iOS,Asia,1509905831
kingledowi2,Android,Europe,1511887096
rmacmeartyi3,iOS,Asia,1511402748
akernermanni4,iOS,Oceania,1511872722
eaggotti5,Android,South America,1510858851
lblanni6,Android,Oceania,1511385864
cprayeri7,iOS,Oceania,1509809572
asommeri8,Android,North America,1511707101
rmountforti9,Android,Europe,1511265132
vstuckeyia,Android,Europe,1510602388
tfaulconbridgeib,iOS,Africa,1510823779
cchadbournic,Android,Asia,1511784804
dlouderid,iOS,Asia,1510257274
hcoatenie,Android,South America,1510821677
asercombeif,iOS,Africa,1511080820
bstanifordig,Android,Oceania,1510424711
raspeyih,iOS,Oceania,1510390358
chagleyii,Android,North America,1510779678
vtapnerij,Android,North America,1511608972
acaccavaleik,iOS,Europe,1509970274
vdionsettoil,iOS,Asia,1510749754
ntuffinim,iOS,Asia,1511916845
lscoynein,iOS,Europe,1510614184
lbossonsio,iOS,Asia,1510869663
cpesseltip,Android,Europe,1511546551
rthomaziniq,iOS,North America,1510311868
wofieldir,Android,Asia,1510845726
wisaacsonis,Android,Asia,1510514218
mmajorit,iOS,Africa,1510077587
alidingtoniu,Android,Europe,1509660259
cburgesiv,Android,Asia,1510486077
rwickieiw,Android,South America,1510614245
jlokierix,iOS,Europe,1511135365
bbartelsiy,iOS,Oceania,1511144277
ekahleriz,Android,Europe,1510363390
estirmanj0,iOS,North America,1510306085
mmacmeartyj1,Android,Europe,1510389305
nburnsidesj2,Android,Europe,1511036359
crabbagej3,Android,Oceania,1509680365
bwildborej4,iOS,Oceania,1510971953
csheridanj5,Android,Africa,1511341847
gonealj6,iOS,Oceania,1511165825
rdiegoj7,Android,Asia,1509975102
rtomankiewiczj8,Android,Europe,1509725906
asitchj9,iOS,Africa,1509787247
epennellsja,iOS,Europe,1511261317
zgiamittijb,Android,Asia,1510412169
fissacofjc,Android,Oceania,1510490649
mchealejd,iOS,South America,1510052090
bwadelinje,iOS,Oceania,1511366741
rlacottejf,iOS,Oceania,1509827330
pberringtonjg,Android,North America,1511143323
tlyburnjh,iOS,Europe,1511966855
dbuchanji,iOS,Asia,1510875485
etuckeyjj,iOS,North America,1510194734
nbedberryjk,iOS,Asia,1511321353
lhatwellsjl,Android,Oceania,1511489538
aallanbyjm,Android,South America,1511045012
mpereirajn,Android,Asia,1511000567
dhernikjo,Android,Asia,1511830214
rcolbertsonjp,iOS,Asia,1510312694
ehurlstonjq,Android,Europe,1510260186
tmariansjr,Android,Europe,1511054454
ilynaghjs,Android,South America,1511257212
biddyjt,iOS,South America,1510546043
ahindhaughju,Android,Oceania,1509589948
