username,os,region,date
gpotier2c,Android,Oceania,1489013704
tpickford2d,iOS,Oceania,1488338641
gmackin2e,Android,South America,1490857345
carias2f,Android,Oceania,1490774897
pcuss2g,Android,Africa,1488591921
ecubbinelli2h,Android,Africa,1489425023
tmcconnell2i,iOS,Asia,1490287495
bhazeldene2j,iOS,North America,1489709237
fpates2k,Android,North America,1489518205
rblabie2l,iOS,Europe,1489260472
agerg2m,Android,Africa,1490135007
kdobrowski2n,Android,Oceania,1490061802
spleasants2o,Android,Asia,1489613745
dbasset2p,iOS,South America,1488808955
nmckeever2q,Android,Oceania,1489181088
tstapleford2r,Android,Asia,1488593748
btearle2s,iOS,North America,1488566958
eevensden2t,Android,Oceania,1488993958
lalexandrou2u,Android,South America,1490768405
edooly2v,iOS,South America,1489286516
tmuncaster2w,iOS,Europe,1490295350
msenton2x,iOS,Oceania,1490635285
cvagg2y,Android,Africa,1489731620
jgrannell2z,iOS,North America,1490181316
mgibbins30,iOS,Africa,1488328110
bbread31,iOS,Africa,1489823861
fbarosch32,iOS,Oceania,1490400277
bclipsham33,iOS,North America,1490794292
khumfrey34,iOS,Oceania,1488847309
wcastiglioni35,Android,South America,1488326550
adullard36,iOS,Oceania,1490162994
gwabersinke37,Android,Asia,1490253812
kstoller38,iOS,South America,1488831265
clehoux39,Android,Europe,1488343531
zdincke3a,iOS,Asia,1489060743
cpaddemore3b,Android,North America,1489912142
sdewicke3c,iOS,Oceania,1489021241
lcranmer3d,iOS,North America,1488692617
csimonini3e,Android,Oceania,1488903121
calleyn3f,iOS,North America,1490358999
fterrett3g,iOS,Europe,1489542685
gwilleson3h,iOS,South America,1489853276
otonks3i,Android,Oceania,1490909608
tswains3j,Android,North America,1489065716
apoor3k,iOS,Europe,1488348466
fdaily3l,Android,Oceania,1489973063
jpedler3m,iOS,Oceania,1488641899
kstute3n,iOS,Oceania,1489161216
afolomkin3o,Android,Africa,1490689636
mkuna3p,Android,Asia,1489035976
adufton3q,Android,Asia,1489759220
mkonzel3r,iOS,Asia,1489666993
greboulet3s,Android,Oceania,1490749221
hpetegre3t,Android,South America,1490705072
nscamp3u,iOS,Europe,1488882595
sdebenedetti3v,Android,Europe,1488703407
yjerzyk3w,iOS,Asia,1488775556
ymassen3x,Android,Oceania,1488868721
dmaud3y,iOS,Europe,1489979468
jdove3z,iOS,Asia,1489217176
mponnsett40,Android,Oceania,1489473912
mlucy41,Android,Oceania,1489859113
kdoiley42,iOS,Europe,1489472616
jprice43,Android,Asia,1489546873
jvictoria44,Android,Oceania,1490042613
jrentilll45,Android,North America,1489091477
marnaudon46,Android,South America,1489180200
cmackin47,Android,South America,1489173414
jsilley48,iOS,Asia,1490602426
jbrik49,iOS,North America,1489804765
kkolin4a,Android,Africa,1490854218
ifassan4b,Android,Asia,1490528431
jvasyukov4c,iOS,South America,1489922671
jmacdowal4d,Android,North America,1489557954
cridsdale4e,iOS,South America,1490830864
dlavall4f,iOS,Europe,1488610402
bfelton4g,iOS,Asia,1490206368
siacofo4h,Android,Europe,1488494747
zcambell4i,Android,Africa,1489227562
hneate4j,Android,Africa,1488948186
rtwomey4k,Android,Oceania,1489831291
ecicchitello4l,Android,Asia,1489898721
riapico4m,Android,North America,1490084243
mrenackowna4n,iOS,North America,1488451543
tbottrill4o,Android,Oceania,1489236799
wbernli4p,iOS,South America,1489326629
dchaperling4q,iOS,South America,1490072719
lcrenshaw4r,Android,Africa,1488546053
jgeddes4s,Android,Europe,1489531841
mdunmore4t,iOS,Oceania,1488397159
msloy4u,iOS,Africa,1488492403
